,device,first_payment_amount,age,city,number_of_cards,payments_initiated,payments_failed,payments_completed,payments_completed_amount_first_7days,reward_purchase_count_first_7days,coins_redeemed_first_7days,is_referral,visits_feature_1,visits_feature_2,given_permission_1,given_permission_2,user_id,is_churned,segment
69481,apple,11,34,Ahmedabad,4,2,1,1,11,1,3,FALSE,1,1,1,1,120397,0,check
69561,xiaomi,13,34,Bangalore,1,1,0,1,13,1,3,FALSE,1,1,1,1,427986,0,check
69578,apple,13,34,Surat,2,3,0,2,68,3,23,FALSE,2,1,0,1,363589,0,check
69579,apple,13,34,NCR,3,2,0,1,13,1,3,FALSE,2,1,0,0,156539,0,check
69733,10or,17,34,Mumbai,1,1,0,1,17,1,3,FALSE,1,1,1,0,4096,0,check
69770,samsung,17,34,Mumbai,4,2,0,2,33,3,23,TRUE,1,1,0,0,406851,0,check
69824,vivo,17,34,NCR,2,6,0,2,30,3,23,FALSE,1,1,1,1,80873,0,check
69859,motorola,17,34,Jalandhar,0,2,0,2,35,2,37,TRUE,1,1,1,1,231726,0,check
69874,huawei,17,34,Bangalore,2,6,2,1,17,1,3,FALSE,1,2,1,1,174553,0,check
69920,xiaomi,18,34,Jodhpur,1,2,0,2,43,4,40,FALSE,1,1,1,0,129499,0,check
69921,xiaomi,18,34,Ludhiana,4,3,0,2,23,2,20,TRUE,1,1,1,1,266692,0,check
69927,oneplus,18,34,Kozhikode,4,2,0,1,18,2,20,FALSE,8,2,1,1,92219,0,check
69957,oneplus,19,34,0,2,7,2,1,19,2,20,FALSE,2,2,1,1,225068,0,check
69980,xiaomi,20,34,Rupnagar,1,2,0,1,20,2,20,FALSE,2,1,1,1,435246,0,check
69990,xiaomi,20,34,Bangalore,0,2,0,1,0,2,20,FALSE,2,2,1,1,273528,0,check
69995,xiaomi,20,34,Hyderabad,6,4,2,2,57,5,40,TRUE,1,1,1,0,330644,0,check
70033,google,21,34,Bangalore,1,1,0,1,21,2,20,FALSE,1,1,1,1,93152,0,check
70035,xiaomi,21,34,Jalore,1,2,0,2,28,3,23,FALSE,2,1,1,1,92834,0,check
70122,samsung,24,34,Mathura,2,2,0,2,32,4,23,TRUE,2,1,1,1,453182,0,check
70128,samsung,25,34,Bangalore,4,3,1,1,0,2,20,FALSE,1,2,0,1,295701,0,check
70210,vivo,28,34,Chennai,0,5,2,1,28,2,20,FALSE,2,3,1,1,115851,0,check
70221,xiaomi,28,34,Mumbai,5,2,0,1,28,1,3,FALSE,1,1,1,1,302506,0,check
70267,oppo,30,34,Ahmedabad,1,1,0,1,30,2,20,FALSE,1,1,1,1,202471,0,check
70328,xiaomi,33,34,Bangalore,1,3,1,2,100,2,20,TRUE,1,1,1,1,338359,0,check
70426,oneplus,34,34,Newcastle,5,2,0,2,38,3,23,TRUE,1,1,1,1,273052,0,check
70431,vivo,34,34,Dehradun,2,1,0,1,34,2,20,FALSE,1,1,1,1,252173,0,check
70436,vivo,35,34,NCR,1,1,0,1,35,2,20,FALSE,2,1,1,1,190090,0,check
70465,samsung,36,34,Mumbai,0,1,0,1,36,1,3,FALSE,1,1,1,1,344654,0,check
70503,oppo,38,34,Kolkata,3,1,0,1,38,2,37,FALSE,1,1,1,1,378517,0,check
70525,xiaomi,39,34,Rajkot,1,1,0,1,39,2,37,FALSE,2,2,1,1,267135,0,check
70618,xiaomi,43,34,NCR,2,1,0,1,43,2,20,FALSE,1,1,1,0,418342,0,check
70692,panasonic,48,34,Hyderabad,3,3,0,2,67,4,40,FALSE,1,1,0,1,196927,0,check
70759,samsung,51,34,Kanchipuram,2,3,0,2,62,3,23,FALSE,1,1,1,1,276305,0,check
70761,oneplus,51,34,Hyderabad,5,1,0,1,51,2,20,FALSE,1,1,1,0,2212,0,check
70795,samsung,54,34,Mumbai,2,1,0,1,54,2,20,FALSE,1,1,1,1,440271,0,check
70824,oneplus,56,34,Bangalore,0,2,0,1,0,2,20,FALSE,2,1,1,0,327237,0,check
70825,xiaomi,56,34,Etawah,2,3,1,2,145,1,50,FALSE,1,1,1,1,215026,0,check
70826,vivo,56,34,Narnaul,0,1,0,1,56,2,20,FALSE,2,1,1,1,79312,0,check
70844,samsung,58,34,Kolkata,1,1,0,1,58,2,20,FALSE,4,2,1,1,296513,0,check
70856,oneplus,58,34,Bangalore,2,4,1,1,58,2,37,FALSE,5,2,1,1,401,0,check
70873,oneplus,59,34,NCR,1,1,0,1,59,2,20,FALSE,1,1,1,1,303026,0,check
70919,oneplus,63,34,Satara,1,1,0,1,63,2,20,FALSE,2,2,1,1,8148,0,check
70942,apple,66,34,Chandigarh,1,3,1,1,66,2,20,FALSE,1,1,1,1,59394,0,check
70955,xiaomi,67,34,Bangalore,1,6,0,2,100,4,87,TRUE,1,1,1,1,36168,0,check
70979,vivo,67,34,Jaipur,1,2,0,1,67,2,53,FALSE,2,1,0,1,499778,0,check
70980,apple,67,34,Hyderabad,2,1,0,1,67,1,3,FALSE,3,2,0,1,245111,0,check
71015,huawei,70,34,NCR,6,4,1,1,70,3,70,FALSE,1,1,1,1,319841,0,check
71031,samsung,72,34,Nellore,1,2,0,2,76,4,73,FALSE,5,2,1,1,101101,0,check
71091,xiaomi,78,34,Bangalore,5,2,0,2,24,1,50,TRUE,2,1,1,0,107678,0,check
71093,xiaomi,79,34,Adilabad,1,3,2,1,79,4,80,FALSE,1,1,1,0,211371,0,check
71095,apple,79,34,Hyderabad,5,2,0,1,79,3,70,FALSE,2,1,1,0,49295,0,check
71160,apple,85,34,NCR,0,3,1,1,85,3,70,FALSE,2,1,1,1,206136,0,check
71217,xiaomi,94,34,Hyderabad,1,1,0,1,94,3,70,FALSE,3,1,1,1,286409,0,check
71267,oneplus,101,34,NCR,1,1,0,1,101,3,70,FALSE,1,1,1,1,342224,0,check
71297,apple,112,34,NCR,2,1,0,1,112,3,70,FALSE,2,1,1,1,440863,0,check
71318,apple,117,34,NCR,2,3,0,1,117,3,103,FALSE,1,1,1,0,88586,0,check
71321,asus,118,34,Jaipur,1,2,0,1,118,3,70,FALSE,1,1,1,1,129155,0,check
71325,oneplus,119,34,0,3,1,0,1,119,3,70,FALSE,1,1,1,1,365857,0,check
71369,xiaomi,133,34,Hyderabad,4,3,0,2,245,4,70,TRUE,1,1,1,1,467424,0,check
71387,samsung,140,34,Pune,5,3,0,1,140,3,70,FALSE,2,1,1,1,349256,0,check
71388,realme,140,34,Hyderabad,1,1,0,1,140,3,70,FALSE,2,2,1,1,350338,0,check
71392,samsung,142,34,NCR,3,2,1,1,142,3,103,FALSE,3,1,1,1,3655,0,check
71404,apple,147,34,Hyderabad,1,1,0,1,147,1,17,FALSE,1,1,1,1,163083,0,check
71433,oneplus,163,34,Kottayam,2,3,0,2,183,5,90,TRUE,3,1,1,1,235599,0,check
71439,hmd global,165,34,Bangalore,3,6,4,2,474,7,373,TRUE,1,1,1,1,245604,0,check
71482,xiaomi,187,34,0,1,1,0,1,187,4,170,FALSE,2,1,0,1,229946,0,check
71502,apple,200,34,NCR,2,4,0,1,200,4,170,FALSE,1,1,1,1,37562,0,check
71555,oneplus,251,34,Bangalore,4,4,1,2,414,1,3,TRUE,2,1,1,1,149203,0,check
71569,samsung,272,34,Kaithal/Kurukshetra,1,2,0,1,272,4,253,FALSE,1,1,1,1,80657,0,check
71588,samsung,319,34,Chennai,7,1,0,1,319,4,170,FALSE,2,1,1,1,219381,0,check
71626,samsung,570,34,Bangalore,1,1,0,1,570,4,170,FALSE,1,1,1,1,106277,0,check
73362,oppo,2,35,Mumbai,4,9,4,2,30,2,20,TRUE,1,1,0,1,349297,0,check
73383,samsung,2,35,NCR,3,3,0,2,26,2,20,TRUE,1,1,1,1,357676,0,check
73468,xiaomi,3,35,Surat,2,6,3,2,8,1,3,TRUE,1,1,0,1,343777,0,check
73597,huawei,3,35,Jaipur,5,4,1,2,27,3,3,FALSE,1,1,1,0,462093,0,check
73617,xiaomi,3,35,Bangalore,1,3,0,2,9,2,7,TRUE,1,1,1,0,355716,0,check
73701,lenovo,4,35,Kolkata,2,7,5,2,61,3,23,FALSE,1,1,1,1,474443,0,check
73711,xiaomi,4,35,Bangalore,2,2,0,2,147,2,157,FALSE,1,2,1,1,221728,0,check
73712,samsung,4,35,NCR,2,1,0,1,4,1,3,FALSE,1,1,1,1,286818,0,check
73779,motorola,5,35,Chennai,2,4,0,2,59,3,23,FALSE,2,1,1,1,50320,0,check
73815,apple,5,35,Mumbai,3,4,2,1,0,1,3,FALSE,1,4,1,1,78773,0,check
73853,realme,6,35,Mumbai,3,2,1,1,6,1,3,FALSE,1,1,1,1,237233,0,check
73867,samsung,6,35,Mumbai,3,1,0,1,6,1,3,FALSE,2,2,1,1,206062,0,check
73872,xiaomi,6,35,0,1,5,1,2,116,4,73,FALSE,1,1,1,1,245307,0,check
74056,xiaomi,8,35,0,1,1,0,1,8,1,3,FALSE,2,2,1,1,223914,0,check
74067,hmd global,8,35,NCR,5,4,1,2,31,4,23,TRUE,1,1,1,1,382196,0,check
74088,oppo,9,35,NCR,3,3,0,2,32,2,23,FALSE,1,1,1,1,20819,0,check
74217,samsung,11,35,Bangalore,6,2,0,2,210,3,57,FALSE,1,1,1,1,496493,0,check
74268,vivo,13,35,Beed,3,2,0,2,26,2,7,FALSE,1,1,1,1,207730,0,check
74334,oneplus,15,35,NCR,8,3,1,1,15,1,3,FALSE,1,1,0,1,108469,0,check
74349,samsung,15,35,0,4,6,0,1,15,1,3,FALSE,2,1,1,0,332986,0,check
74351,xiaomi,15,35,Kurnool,6,8,6,2,46,4,23,TRUE,1,3,1,1,351470,0,check
74367,oneplus,15,35,Kanchipuram,3,2,0,2,24,2,7,FALSE,2,3,1,1,226898,0,check
74399,xiaomi,16,35,NCR,1,1,0,1,16,1,3,FALSE,1,1,1,1,280860,0,check
74558,apple,18,35,Bangalore,3,4,2,1,18,2,20,FALSE,3,1,1,1,257110,0,check
74565,asus,18,35,Gandhinagar,1,4,1,1,18,2,20,FALSE,3,1,1,1,247026,0,check
74698,apple,23,35,Bangalore,3,1,0,1,23,1,3,FALSE,1,1,1,1,116883,0,check
74783,xiaomi,27,35,Bangalore,3,5,0,2,33,1,3,TRUE,1,1,1,1,111059,0,check
74817,motorola,27,35,Warangal,1,5,1,1,27,2,20,FALSE,3,2,1,1,14406,0,check
74897,htc,30,35,0,1,2,0,2,40,3,20,TRUE,2,1,1,0,50970,0,check
74939,samsung,33,35,Bangalore,2,3,1,2,85,4,40,FALSE,1,1,1,1,248325,0,check
74961,xiaomi,33,35,Nashik,0,1,0,1,33,2,20,FALSE,1,1,1,1,485493,0,check
75000,xiaomi,33,35,Hyderabad,4,2,0,2,81,4,40,FALSE,1,1,1,1,242607,0,check
75001,apple,33,35,Lucknow,5,3,0,2,44,3,23,FALSE,1,3,1,0,94235,0,check
75056,oneplus,35,35,Mumbai,1,3,0,1,35,2,20,FALSE,1,1,1,1,50237,0,check
75121,oneplus,39,35,Surat,2,5,3,2,99,4,40,FALSE,1,1,1,1,130566,0,check
75165,xiaomi,42,35,Mathura,2,3,0,2,43,2,20,TRUE,1,1,1,1,401264,0,check
75167,xiaomi,42,35,Ahmedabad,4,3,0,2,43,2,20,FALSE,1,2,1,1,206594,0,check
75236,oppo,49,35,NCR,3,2,0,1,49,2,37,FALSE,8,1,1,1,288945,0,check
75427,asus,65,35,Secunderabad,1,2,0,1,65,1,67,FALSE,2,1,1,1,317328,0,check
75444,apple,67,35,NCR,1,2,0,2,130,3,57,FALSE,1,1,1,0,51583,0,check
75457,oneplus,67,35,Gorakhpur,1,4,1,2,132,4,70,FALSE,1,1,1,1,190030,0,check
75468,apple,67,35,Bangalore,3,1,0,1,67,2,53,FALSE,2,1,1,0,374053,0,check
75506,apple,72,35,Surat,3,3,0,2,72,2,20,FALSE,1,1,0,0,300164,0,check
75582,samsung,80,35,Amravati,4,2,0,1,80,3,70,FALSE,2,1,1,0,335262,0,check
75615,xiaomi,83,35,Belgaum,3,2,0,2,93,4,73,FALSE,1,1,1,1,99317,0,check
75622,apple,83,35,Chennai,1,2,0,2,97,3,70,FALSE,2,1,1,1,128201,0,check
75690,oneplus,95,35,NCR,3,2,0,2,162,6,140,TRUE,2,2,1,0,236285,0,check
75697,oneplus,97,35,Bangalore,3,4,0,2,124,5,123,FALSE,1,1,0,1,213049,0,check
75704,xiaomi,100,35,0,2,2,0,1,100,3,87,FALSE,1,2,1,1,286311,0,check
75717,oneplus,101,35,Panipat,3,2,0,2,217,6,157,FALSE,2,1,1,1,245054,0,check
75750,oneplus,110,35,Bangalore,3,1,0,1,110,1,3,FALSE,3,1,1,1,258016,0,check
75773,motorola,117,35,Mumbai,1,3,0,1,117,2,70,FALSE,1,1,1,1,179774,0,check
75784,oneplus,119,35,Hyderabad,8,1,0,1,119,3,70,FALSE,1,1,1,1,67868,0,check
75834,oppo,133,35,Kolkata,4,2,0,2,318,7,240,TRUE,1,1,1,1,232368,0,check
75840,xiaomi,137,35,Hyderabad,2,2,0,2,197,2,87,FALSE,1,3,1,1,462337,0,check
75868,apple,157,35,Hyderabad,4,2,1,1,157,2,70,FALSE,2,1,1,1,487097,0,check
75882,oppo,164,35,Mumbai,4,5,1,1,0,3,70,FALSE,1,1,1,1,39482,0,check
75994,apple,296,35,NCR,1,1,0,1,296,2,103,FALSE,1,4,1,1,403436,0,check
76013,huawei,346,35,0,0,1,0,1,346,4,170,FALSE,1,1,1,0,74331,0,check
77474,vivo,1,36,Nagaur/ Bikaner,0,5,2,2,17,2,20,FALSE,1,1,1,1,87488,0,check
77596,apple,2,36,0,1,2,0,2,13,1,3,FALSE,1,2,1,1,33208,0,check
77735,oneplus,3,36,NCR,7,2,0,2,20,2,7,FALSE,1,1,1,1,124929,0,check
77775,huawei,3,36,Lucknow,2,3,0,2,9,1,3,TRUE,1,1,1,1,343176,0,check
77915,xiaomi,5,36,ludhiana,0,5,2,2,18,2,7,FALSE,1,1,1,1,265433,0,check
78035,oppo,7,36,NCR,3,4,2,2,27,3,23,FALSE,1,1,0,0,124473,0,check
78108,motorola,8,36,Mumbai,1,3,0,1,0,1,3,FALSE,1,2,1,1,166068,0,check
78119,xiaomi,8,36,Gorakhpur,1,3,1,1,8,1,3,FALSE,1,2,1,1,336255,0,check
78225,realme,10,36,Kachchh,4,2,0,2,99,5,73,TRUE,1,1,1,1,415506,0,check
78254,apple,11,36,NCR,1,1,0,1,0,2,3,FALSE,1,1,1,0,357364,0,check
78336,xiaomi,13,36,Patiala,2,2,0,2,23,2,23,FALSE,1,1,1,1,269198,0,check
78593,apple,17,36,Bangalore,1,1,0,1,17,1,17,FALSE,1,4,1,1,376328,0,check
78607,apple,18,36,Bangalore,4,2,0,1,18,2,20,FALSE,1,1,0,0,265275,0,check
78633,oneplus,19,36,Pune,2,2,0,2,40,4,40,FALSE,1,1,1,0,87102,0,check
78657,realme,20,36,Bangalore,2,3,0,1,20,2,20,FALSE,1,1,1,1,278543,0,check
78681,apple,22,36,Vadodara,1,4,1,1,22,2,20,FALSE,1,1,1,1,270504,0,check
78751,oneplus,24,36,Bangalore,4,1,0,1,24,2,20,FALSE,1,3,1,1,273720,0,check
78793,xiaomi,27,36,Jamshedpur,1,6,4,2,70,4,40,FALSE,1,1,1,1,142592,0,check
78804,samsung,27,36,Indore,3,2,0,2,60,2,20,FALSE,1,2,1,1,271182,0,check
78894,apple,32,36,NCR,0,1,0,1,32,2,20,FALSE,1,1,1,0,58069,0,check
78936,vivo,33,36,Narasapuram,3,2,0,2,67,4,57,FALSE,1,2,1,1,275692,0,check
79001,huawei,35,36,Pune,4,5,3,2,140,5,90,FALSE,1,1,1,1,86121,0,check
79028,samsung,37,36,Kolar,3,2,0,2,70,4,40,FALSE,1,1,1,1,225986,0,check
79047,xiaomi,38,36,Chandigarh,3,1,0,1,38,2,20,FALSE,2,2,1,1,296261,0,check
79048,samsung,38,36,Kolkata,5,2,0,2,44,3,23,TRUE,1,1,1,1,415371,0,check
79118,xiaomi,43,36,Hyderabad,1,1,0,1,43,2,20,FALSE,1,1,1,1,255304,0,check
79131,motorola,44,36,Vijayawada,5,3,1,2,222,6,190,FALSE,1,1,1,1,95455,0,check
79161,apple,47,36,Mumbai,1,4,1,2,82,3,20,FALSE,3,4,1,1,89959,0,check
79204,realme,50,36,Ahmedabad,6,7,3,2,235,6,190,FALSE,1,3,1,1,328079,0,check
79285,xiaomi,59,36,Kozhikode,1,2,0,2,112,4,40,FALSE,2,1,1,1,419615,0,check
79308,samsung,63,36,Varanasi,1,1,0,1,63,2,20,FALSE,1,2,1,1,77038,0,check
79312,samsung,63,36,Bangalore,1,2,1,1,63,2,20,FALSE,2,5,1,1,388291,0,check
79316,vivo,63,36,Bangalore,2,1,0,1,63,5,20,FALSE,1,1,1,1,192508,0,check
79338,lenovo,66,36,NCR,6,1,0,1,66,2,53,FALSE,1,1,1,1,217868,0,check
79356,apple,67,36,Bangalore,5,1,0,1,67,2,53,FALSE,1,2,1,1,283825,0,check
79388,hmd global,69,36,Tiruvallur,1,2,0,1,69,3,70,FALSE,1,1,1,1,4029,0,check
79428,asus,74,36,Ahmedabad,3,3,0,2,106,4,73,FALSE,2,3,1,1,184879,0,check
79463,oneplus,79,36,0,7,8,4,2,111,3,57,FALSE,1,1,1,1,187339,0,check
79477,realme,82,36,Mumbai,4,3,0,1,82,3,70,FALSE,1,3,1,1,468401,0,check
79523,xiaomi,91,36,Mumbai,3,2,1,1,91,3,70,FALSE,2,1,1,1,217641,0,check
79528,samsung,92,36,Hyderabad,2,2,1,1,92,3,70,FALSE,1,3,1,1,462054,0,check
79581,apple,103,36,Mumbai,1,8,4,1,103,1,3,FALSE,1,1,1,1,269988,0,check
79598,xiaomi,107,36,NCR,2,4,1,1,107,3,70,FALSE,1,2,1,1,357887,0,check
79636,sony,117,36,Jammu,1,4,2,1,117,4,120,FALSE,1,1,1,1,264937,0,check
79653,xiaomi,123,36,Nellore,4,4,1,1,123,3,70,FALSE,3,1,1,1,88250,0,check
79659,samsung,123,36,NCR,3,4,0,1,123,3,70,FALSE,1,1,1,1,418802,0,check
79662,apple,124,36,NCR,1,3,0,1,124,3,70,FALSE,1,1,1,1,399560,0,check
79727,oneplus,143,36,Kolkata,7,2,0,2,6,3,70,TRUE,1,2,1,1,18389,0,check
79738,oneplus,148,36,Bangalore,1,2,1,1,148,1,67,FALSE,1,1,1,1,378199,0,check
79758,oneplus,160,36,0,4,1,0,1,160,3,137,FALSE,1,2,1,1,434874,0,check
79785,vivo,175,36,Chennai,0,1,0,1,175,1,67,FALSE,1,1,1,1,432195,0,check
79790,vivo,178,36,Raebarely,2,5,1,2,336,9,423,TRUE,2,1,1,1,359337,0,check
79876,apple,333,36,Pune,2,1,0,1,333,4,170,FALSE,2,1,1,1,277623,0,check
79882,samsung,367,36,Chandigarh,0,2,0,2,610,4,253,FALSE,2,1,1,1,351911,0,check
81154,xiaomi,2,37,Ashok nagar,1,3,0,2,19,3,20,TRUE,3,2,1,1,475014,0,check
81254,oneplus,3,37,NCR,3,2,0,2,73,3,70,FALSE,1,1,1,0,359913,0,check
81326,oneplus,3,37,NCR,3,3,0,2,337,3,57,TRUE,1,1,1,1,184890,0,check
81363,oneplus,3,37,Kochi,2,1,0,1,3,1,3,FALSE,1,2,1,1,331268,0,check
81408,motorola,3,37,NCR,2,2,0,2,62,3,40,TRUE,1,1,1,0,318565,0,check
81484,xiaomi,5,37,Chennai,2,4,1,1,5,1,3,FALSE,1,1,1,1,211925,0,check
81558,xiaomi,6,37,NCR,3,1,0,1,6,1,3,FALSE,1,1,1,1,256900,0,check
81574,xiaomi,7,37,Ahmedabad,1,1,0,1,7,1,3,FALSE,1,1,1,1,313985,0,check
81716,samsung,9,37,Bangalore,0,2,1,1,9,1,3,FALSE,1,1,1,0,216094,0,check
81906,samsung,15,37,Kochi,5,6,1,2,26,1,3,FALSE,1,1,1,1,185755,0,check
81931,oneplus,16,37,Belgaum,2,2,0,1,16,1,3,FALSE,3,1,1,1,473704,0,check
82053,xiaomi,18,37,Aurangabad,6,4,1,2,25,3,23,FALSE,1,2,1,1,292912,0,check
82055,samsung,19,37,Vellore,3,3,0,2,25,3,23,FALSE,1,3,1,1,55026,0,check
82106,realme,21,37,NCR,2,5,0,2,30,3,20,FALSE,1,1,1,1,306044,0,check
82149,huawei,23,37,0,2,1,0,1,23,1,17,FALSE,1,1,1,1,267456,0,check
82212,samsung,27,37,0,2,4,1,1,27,3,27,FALSE,1,1,1,1,123771,0,check
82233,asus,28,37,Kolkata,1,1,0,1,28,2,20,FALSE,1,1,1,1,256206,0,check
82284,infinix mobility limited,31,37,Bangalore,2,2,0,1,31,2,20,FALSE,1,1,1,1,37092,0,check
82305,xiaomi,32,37,Chennai,3,4,0,2,42,4,40,TRUE,1,1,1,1,478734,0,check
82339,asus,33,37,Bangalore,1,4,1,2,63,2,20,TRUE,1,2,1,1,386802,0,check
82345,xiaomi,33,37,Jhansi,2,3,2,1,33,2,20,FALSE,2,1,1,1,115719,0,check
82356,xiaomi,33,37,NCR,2,1,0,1,33,2,20,FALSE,1,1,1,1,327041,0,check
82365,motorola,34,37,Bangalore,2,4,0,2,259,3,87,TRUE,2,1,1,1,64917,0,check
82389,xiaomi,35,37,Ahmedabad,2,1,0,1,35,2,20,FALSE,3,2,1,1,355427,0,check
82426,apple,38,37,Bangalore,6,2,0,2,180,6,157,FALSE,1,1,1,1,396830,0,check
82488,apple,43,37,Mumbai,2,2,0,1,43,2,20,FALSE,1,1,1,1,262484,0,check
82490,oneplus,43,37,0,5,4,0,2,108,4,40,TRUE,1,1,1,1,377891,0,check
82608,oppo,55,37,Pune,5,2,0,2,57,2,20,FALSE,1,1,1,1,247822,0,check
82631,vivo,57,37,Hyderabad,6,1,0,1,57,2,37,FALSE,2,1,1,1,427791,0,check
82648,oneplus,59,37,NCR,6,1,0,1,59,2,20,FALSE,1,1,1,1,92932,0,check
82787,oneplus,78,37,Aurangabad,4,3,0,2,140,5,90,FALSE,1,1,1,1,123732,0,check
82810,apple,83,37,Bangalore,2,5,0,2,150,3,70,FALSE,1,1,1,0,370948,0,check
82817,apple,85,37,Bangalore,1,2,0,1,85,3,87,FALSE,3,1,1,1,462789,0,check
82886,oneplus,104,37,Indore,1,2,0,2,134,1,3,FALSE,1,1,0,1,250038,0,check
82964,oneplus,135,37,Mumbai,1,1,0,1,135,3,70,FALSE,2,1,1,0,358393,0,check
83050,oneplus,191,37,Bangalore,1,1,0,1,191,2,103,FALSE,1,1,1,0,198868,0,check
83067,oppo,222,37,NCR,1,2,0,2,266,4,70,TRUE,1,1,1,1,487369,0,check
83097,oneplus,292,37,NCR,2,1,0,1,292,4,170,FALSE,1,1,1,1,273705,0,check
83099,google,297,37,Kurnool,4,3,0,2,304,3,90,TRUE,1,2,0,1,93769,0,check
83106,realme,312,37,Hyderabad,2,4,1,1,312,4,170,FALSE,1,2,1,1,282778,0,check
84272,vivo,2,38,Madurai,4,3,0,2,28,2,20,TRUE,2,1,1,1,266280,0,check
84306,apple,3,38,Bangalore,3,2,0,2,42,1,3,FALSE,1,1,1,1,185631,0,check
84456,apple,5,38,Cuddalore,3,2,0,2,185,5,173,FALSE,1,1,1,1,230312,0,check
84497,xiaomi,7,38,NCR,2,3,0,2,29,3,23,FALSE,2,1,1,0,414594,0,check
84532,apple,7,38,Mumbai,2,2,0,2,57,1,3,FALSE,1,2,1,1,321714,0,check
84575,xiaomi,8,38,Mumbai,5,1,0,1,8,1,3,FALSE,1,1,1,1,104544,0,check
84614,samsung,9,38,Patna,6,4,1,2,16,2,7,FALSE,3,3,1,1,330592,0,check
84654,huawei,11,38,Mumbai,5,2,0,1,11,1,3,FALSE,1,1,1,0,142090,0,check
84735,realme,14,38,Secunderabad,9,5,2,2,278,5,273,FALSE,1,1,1,1,15614,0,check
84801,apple,17,38,Amritsar,1,6,0,2,123,5,90,FALSE,1,1,1,1,103561,0,check
84829,motorola,17,38,Darbhanga,2,4,1,2,40,3,37,FALSE,1,1,1,1,127140,0,check
84876,xiaomi,18,38,Indore,1,3,0,2,19,2,20,FALSE,2,1,1,0,470881,0,check
84886,huawei,19,38,NCR,2,5,1,1,0,2,20,FALSE,1,2,1,1,492940,0,check
84904,lenovo,20,38,Nawada,1,3,0,1,20,2,20,FALSE,2,2,1,1,252819,0,check
84934,oneplus,21,38,Tiruvallur,2,2,0,2,82,4,40,FALSE,1,1,1,1,211994,0,check
84939,samsung,21,38,Bangalore,5,3,0,2,191,1,20,FALSE,1,1,1,0,85549,0,check
84946,asus,21,38,Kanchipuram,2,2,0,2,29,2,3,TRUE,1,1,1,0,308737,0,check
84959,samsung,22,38,Pune,6,1,0,1,22,2,20,FALSE,1,1,1,1,4588,0,check
84988,xiaomi,24,38,Chandigarh,1,1,0,1,24,2,20,FALSE,1,1,1,1,246122,0,check
85095,xiaomi,32,38,Surat,1,1,0,1,32,2,20,FALSE,1,2,1,1,217049,0,check
85151,xiaomi,33,38,NCR,3,2,0,2,34,2,20,FALSE,1,2,1,1,390381,0,check
85190,oppo,37,38,Wardha,1,6,1,1,37,2,20,FALSE,2,3,1,1,315454,0,check
85214,xiaomi,39,38,Patna,2,3,0,2,42,2,20,FALSE,1,2,1,1,334424,0,check
85320,oneplus,51,38,Sirsa,2,1,0,1,51,2,37,FALSE,2,1,1,1,185968,0,check
85330,samsung,53,38,Bangalore,3,1,0,1,53,2,20,FALSE,4,3,1,1,305225,0,check
85356,samsung,59,38,Coimbatore,5,2,0,1,59,2,20,FALSE,1,1,1,1,97798,0,check
85395,infocus,67,38,Hyderabad,1,3,1,2,79,4,70,TRUE,1,1,1,0,460794,0,check
85439,xiaomi,72,38,Pune,5,1,0,1,72,3,70,FALSE,1,1,1,1,467201,0,check
85446,oneplus,73,38,Kanpur,4,5,0,2,123,5,90,FALSE,1,1,1,1,289874,0,check
85451,apple,74,38,Mumbai,6,2,0,1,74,3,70,FALSE,3,1,1,1,196740,0,check
85462,oppo,76,38,Kolkata,3,1,0,1,76,3,70,FALSE,1,1,1,0,197947,0,check
85491,oneplus,82,38,Mumbai,5,4,1,1,82,2,10,FALSE,2,4,1,1,168416,0,check
85550,samsung,103,38,Pune,3,6,4,2,106,3,70,FALSE,1,2,1,0,121716,0,check
85560,apple,108,38,Bangalore,5,4,2,1,108,3,70,FALSE,3,1,1,1,1803,0,check
85585,motorola,115,38,Madurai,3,2,0,2,147,5,90,FALSE,1,1,0,1,402421,0,check
85615,oppo,133,38,NCR,0,2,0,2,155,1,3,FALSE,1,1,1,1,307120,0,check
85783,apple,903,38,Bangalore,1,3,0,1,903,3,153,FALSE,1,2,1,1,192385,0,check
86877,huawei,3,39,Visakhapatnam,1,3,1,2,7,2,7,TRUE,2,2,1,1,320574,0,check
86958,vivo,5,39,Rajkot,3,4,0,1,5,1,3,FALSE,2,2,1,1,340893,0,check
86988,xiaomi,6,39,Kolkata,6,5,1,2,21,2,7,FALSE,1,2,1,0,368527,0,check
87007,samsung,6,39,Angul,2,4,1,2,22,3,23,FALSE,1,1,1,1,291050,0,check
87048,apple,7,39,NCR,7,2,0,1,7,1,3,FALSE,1,1,1,1,126986,0,check
87073,lenovo,8,39,Coimbatore,1,3,0,2,108,4,73,FALSE,1,1,1,1,361306,0,check
87112,apple,10,39,NCR,2,2,0,1,10,1,3,FALSE,1,1,1,0,5324,0,check
87194,oppo,13,39,Pune,1,1,0,1,13,1,3,FALSE,2,2,0,0,475229,0,check
87213,samsung,13,39,Mumbai,3,1,0,1,13,1,3,FALSE,1,1,1,1,141711,0,check
87215,samsung,13,39,Bangalore,7,2,0,2,13,2,3,TRUE,1,1,1,1,251355,0,check
87227,samsung,14,39,Udaipur,1,3,0,2,47,3,23,FALSE,1,1,1,1,290090,0,check
